target,target_label,prediction,prediction_label,count
1336,媒,1141,堞,1
1336,媒,1311,娣,1
1337,媚,1268,妮,1
1339,媪,1318,娼,1
1341,媳,1266,妪,1
1341,媳,3784,疏,1
1342,媵,4836,腰,1
1345,嫁,2828,橼,1
1346,嫂,920,嗖,1
1346,嫂,1341,媳,1
1346,嫂,2273,搏,1
1348,嫌,1354,嫜,1
1352,嫘,1304,娌,1
1353,嫚,1349,嫒,1
1354,嫜,1325,婞,1
1360,嫪,5727,谬,1
1362,嫱,1363,嬉,1
1363,嬉,1287,姞,1
1363,嬉,1325,婞,1
1367,嬴,5445,蠃,1
1367,嬴,5828,赢,1
1370,子,11,与,1
1370,子,75,了,1
1370,子,1372,孓,1
1371,孑,449,刁,1
1372,孓,2380,文,1
1373,孔,2022,我,1
1373,孔,2055,扎,1
1373,孔,2434,旻,1
1373,孔,5959,轧,1
1374,孕,101,享,1
1374,孕,1484,尹,1
1374,孕,2079,承,1
1375,字,199,余,1
1375,字,1370,子,1
1375,字,1374,孕,1
1375,字,1379,孛,1
1375,字,1410,宗,1
1376,存,154,企,1
1376,存,671,右,1
1377,孙,455,刊,1
1377,孙,461,列,1
1377,孙,1373,孔,1
1378,孚,1387,学,1
1380,孜,2358,政,1
1380,孜,2876,残,1
1380,孜,3612,玖,1
1380,孜,3616,玟,1
1380,孜,4025,矿,1
1381,孝,1384,季,1
1381,孝,1461,寿,1
1381,孝,4437,紊,1
1382,孟,2617,柔,1
1382,孟,3358,灵,1
1383,孢,2104,抱,1
1384,季,1751,弯,1
1384,季,4438,素,1
1384,季,5952,身,1
1385,孤,3541,狐,1
1387,学,1374,孕,1
1388,孩,2659,核,1
1388,孩,5659,该,1
1388,孩,6857,骇,1
1389,孪,1751,弯,1
1391,孰,2373,敦,1
1391,孰,4472,纳,1
1395,孺,3338,濡,1
1395,孺,5526,裼,1
1396,孽,1393,孳,1
1397,宀,92,亠,1
1397,宀,177,伫,1
1397,宀,398,冖,1
1398,宁,76,予,1
1398,宁,80,亍,1
1398,宁,99,亨,1
1398,宁,1375,字,1
1398,宁,1399,它,1
1398,宁,1738,弓,1
1398,宁,2052,手,1
1398,宁,3032,泞,1
1399,它,126,仑,1
1399,它,443,出,1
1399,它,1401,宅,1
1399,它,5609,记,1
1399,它,5624,证,1
1401,宅,1107,埋,1
1401,宅,1422,室,1
1401,宅,1425,宪,1
1401,宅,1472,尘,1
1401,宅,1513,屯,1
1401,宅,6273,钅,1
1402,宇,77,争,1
1402,宇,82,亏,1
1402,宇,420,净,1
1402,宇,1375,字,1
1402,宇,1398,宁,1
1403,守,1410,宗,1
1403,守,1458,寺,1
1403,守,1469,尔,1
1404,安,1249,妄,1
1404,安,1305,娑,1
1404,安,1401,宅,1
1404,安,2350,支,1
1404,安,6022,边,1
1405,宋,1375,字,1
1405,宋,1403,守,1
1405,宋,1417,实,1
1405,宋,2541,朱,1
1405,宋,2616,染,1
1405,宋,3752,申,1
1405,宋,4232,穿,1
1406,完,104,亮,1
1406,完,1400,宄,1
1406,完,1410,宗,1
1406,完,1417,实,1
1406,完,2426,旯,1
1407,宏,1441,密,1
1407,宏,2043,房,1
1407,宏,4226,穴,1
1407,宏,5307,虿,1
1409,宕,1407,宏,1
1409,宕,5001,若,1
1410,宗,105,亲,1
1410,宗,199,余,1
1410,宗,725,呆,1
1410,宗,1402,宇,1
1410,宗,1411,官,1
1410,宗,2546,杀,1
1410,宗,3164,淙,1
1411,官,1409,宕,1
1411,官,3003,沪,1
1411,官,3822,痉,1
1411,官,4231,空,1
1411,官,5581,言,1
1412,宙,1680,庇,1
1413,定,55,乏,1
1413,定,65,乞,1
1413,定,1399,它,1
1413,定,1410,宗,1
1413,定,4260,立,1
