target,target_label,prediction,prediction_label,count
4227,究,4228,穷,5
4244,窖,4241,窑,5
4286,笙,4308,筌,5
4332,箅,4338,算,5
4397,粑,4683,耙,5
4429,糜,2303,摩,5
4430,糟,2803,槽,5
4431,糠,4426,糖,5
4435,糸,4436,系,5
4494,绊,3041,泮,5
4508,给,4500,绐,5
4513,绞,219,佼,5
4513,绞,3071,洨,5
4530,绰,3162,淖,5
4543,绽,3153,淀,5
4564,缔,5711,谛,5
4727,肓,3932,盲,5
4727,肓,4747,育,5
4729,肘,2430,时,5
4741,肪,4732,肜,5
4796,脊,4761,背,5
4858,膦,4002,瞵,5
4995,苞,4983,苍,5
4996,苟,4969,芴,5
5008,苹,5090,莘,5
5040,茴,4992,苘,5
5076,荭,5039,茳,5
5081,荻,5106,获,5
5107,莸,5106,获,5
5132,菱,5036,茭,5
5145,萎,5083,荽,5
5164,著,5207,蓍,5
5204,蓇,3993,瞢,5
5327,蚰,5342,蛐,5
5431,蟀,5435,蟑,5
5463,街,5462,衔,5
5463,街,5464,衙,5
5530,褐,5526,裼,5
5560,览,4285,笕,5
5576,触,5570,觖,5
5592,警,5591,謦,5
5623,诀,3044,泱,5
5629,识,4491,织,5
5636,诎,4496,绌,5
5644,诖,3083,洼,5
5667,诮,3123,消,5
5675,诶,3131,涘,5
5705,谕,3191,渝,5
5718,谣,6111,遥,5
5721,谦,4578,缣,5
5735,谴,4592,缱,5
5765,贡,6713,页,5
5774,贪,5775,贫,5
5883,跳,5867,跐,5
5886,跷,5876,跣,5
5979,轻,5982,轾,5
6026,迂,6034,迓,5
6052,迭,6067,选,5
6054,述,6073,逑,5
6064,逄,6085,逢,5
6083,造,6067,选,5
6101,遏,6099,遇,5
6106,遗,6110,遣,5
6173,郭,6171,部,5
6286,钓,4460,约,5
6286,钓,6307,钩,5
6307,钩,6286,钓,5
6325,钻,6335,铅,5
6386,链,6361,铤,5
6425,锦,4535,绵,5
6456,镇,4572,缜,5
6462,镍,6418,锞,5
6484,镣,4588,缭,5
6509,问,6515,间,5
6509,问,6518,闷,5
6515,间,6530,阃,5
6528,阁,6540,阍,5
6622,雅,4209,稚,5
6675,靳,5248,蕲,5
6691,鞠,6696,鞫,5
6714,顶,6717,项,5
6725,颁,6736,颌,5
6760,风,433,凤,5
6791,饰,6787,饬,5
6797,饶,5886,跷,5
6819,馏,6464,镏,5
6829,香,2573,杳,5
6857,骇,1388,孩,5
6922,魁,6926,魅,5
7035,鸥,7060,鹀,5
7068,鹈,7088,鹣,5
7108,麋,7106,麇,5
7184,龟,362,免,5
34,丰,581,半,4
56,乐,22,东,4
67,习,1757,彐,4
81,于,80,亍,4
81,于,1371,孑,4
83,云,82,亏,4
101,享,99,亨,4
118,仅,142,仪,4
122,今,375,兮,4
123,介,2393,斤,4
142,仪,165,伙,4
149,件,148,仵,4
160,伏,164,优,4
161,伐,138,代,4
170,传,217,佶,4
174,伦,4475,纶,4
213,佯,230,侔,4
250,俊,1791,後,4
252,俏,229,侑,4
286,倚,225,侉,4
292,倦,4541,绻,4
311,做,331,傲,4
331,傲,347,儆,4
367,党,5561,觉,4
371,全,6273,钅,4
372,八,110,人,4
400,写,52,乌,4
407,冫,2943,氵,4
413,决,3044,泱,4
414,况,418,冼,4
422,准,3805,疰,4
424,凉,5690,谅,4
449,刁,67,习,4
460,刖,464,刚,4
464,刚,460,刖,4
474,到,472,刭,4
477,刷,502,剧,4
518,加,1247,如,4
525,劫,608,却,4
532,势,2734,棼,4
547,勺,1197,夕,4
550,匀,548,勾,4
550,匀,658,句,4
551,包,3743,甩,4
558,化,2918,氏,4
584,卑,6553,阜,4
604,卯,6145,邸,4
617,厅,4,万,4
644,友,2350,支,4
660,叨,677,叻,4
671,右,4019,石,4
675,司,67,习,4
688,名,682,各,4
692,向,6509,问,4
697,吗,739,呜,4
699,吝,682,各,4
716,吴,378,关,4
725,呆,2543,朵,4
746,味,2452,昧,4
751,呻,4052,砷,4
787,咽,854,啁,4
817,哨,850,唷,4
824,哺,2477,晡,4
831,唉,841,唤,4
845,售,6617,隽,4
865,啤,928,嗥,4
890,喉,940,嗾,4
894,喑,850,唷,4
912,嗅,975,噢,4
929,嗦,913,嗉,4
929,嗦,945,嘌,4
941,嘀,850,唷,4
956,嘧,991,嚓,4
979,噪,918,嗓,4
1005,因,1016,固,4
1007,团,1011,困,4
1039,场,3614,玚,4
1050,坐,3740,生,4
1051,坑,1054,坛,4
1053,坚,4262,竖,4
1054,坛,1032,圬,4
1056,坝,1048,坎,4
1065,坪,1049,坏,4
1155,塔,2286,搭,4
1156,塘,3691,瑭,4
